Age,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,Gender_Male,EducationBackground_Life Sciences,EducationBackground_Marketing,EducationBackground_Medical,EducationBackground_Other,EducationBackground_Technical Degree,MaritalStatus_Married,MaritalStatus_Single,EmpDepartment_Development,EmpDepartment_Finance,EmpDepartment_Human Resources,EmpDepartment_Research & Development,EmpDepartment_Sales,EmpJobRole_Data Scientist,EmpJobRole_Delivery Manager,EmpJobRole_Developer,EmpJobRole_Finance Manager,EmpJobRole_Healthcare Representative,EmpJobRole_Human Resources,EmpJobRole_Laboratory Technician,EmpJobRole_Manager,EmpJobRole_Manager R&D,EmpJobRole_Manufacturing Director,EmpJobRole_Research Director,EmpJobRole_Research Scientist,EmpJobRole_Sales Executive,EmpJobRole_Sales Representative,EmpJobRole_Senior Developer,EmpJobRole_Senior Manager R&D,EmpJobRole_Technical Architect,EmpJobRole_Technical Lead,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely,OverTime_Yes,Attrition_Yes
53.0,23.0,4,4,72.0,3,4,4,6.0,18.0,3,33.0,0.0,3,12.0,9.0,3.0,8.0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43.0,1.0,3,4,33.0,3,2,4,4.0,13.0,2,12.0,2.0,2,5.0,2.0,2.0,2.0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47.0,2.0,2,3,35.0,3,2,4,0.0,22.0,1,8.0,2.0,3,7.0,6.0,7.0,7.0,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
37.0,19.0,2,1,32.0,3,3,2,1.0,13.0,4,10.0,2.0,3,10.0,0.0,0.0,9.0,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
50.0,2.0,4,1,98.0,3,4,1,1.0,11.0,4,31.0,3.0,3,31.0,6.0,14.0,7.0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.0,2.0,3,4,42.0,2,2,4,8.0,11.0,3,13.0,2.0,3,5.0,4.0,0.0,4.0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33.0,3.0,2,4,57.0,3,1,2,3.0,11.0,3,7.0,4.0,4,4.0,3.0,0.0,3.0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
32.0,25.0,4,1,87.0,3,1,4,1.0,24.0,3,1.0,2.0,1,1.0,0.0,0.0,1.0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
44.0,9.0,2,2,61.0,3,1,1,1.0,13.0,4,8.0,0.0,3,8.0,7.0,7.0,1.0,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
58.0,2.0,1,4,57.0,2,1,4,9.0,14.0,4,3.0,3.0,2,1.0,0.0,0.0,0.0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
20.0,2.0,3,3,49.0,2,1,3,1.0,13.0,4,2.0,3.0,2,2.0,2.0,0.0,2.0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
21.0,18.0,1,4,65.0,3,1,4,1.0,19.0,1,1.0,3.0,2,1.0,0.0,0.0,0.0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
36.0,14.0,1,3,68.0,3,2,4,0.0,17.0,1,17.0,2.0,2,16.0,8.0,4.0,11.0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
47.0,2.0,4,4,65.0,2,1,4,1.0,18.0,1,3.0,3.0,2,3.0,2.0,1.0,2.0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
22.0,3.0,1,2,34.0,3,2,3,0.0,19.0,1,4.0,3.0,4,3.0,2.0,0.0,2.0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
28.0,9.0,3,3,77.0,3,1,3,5.0,18.0,2,6.0,2.0,3,2.0,2.0,2.0,2.0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39.0,6.0,3,4,70.0,3,1,1,7.0,21.0,4,8.0,2.0,1,2.0,2.0,2.0,2.0,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
27.0,4.0,3,2,76.0,3,1,3,1.0,19.0,3,1.0,2.0,3,1.0,1.0,0.0,0.0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34.0,10.0,3,2,83.0,3,1,2,1.0,14.0,2,1.0,3.0,3,1.0,0.0,1.0,0.0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42.0,14.0,2,3,68.0,2,2,3,7.0,17.0,1,10.0,6.0,3,5.0,4.0,0.0,3.0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
33.0,1.0,4,3,100.0,2,1,1,3.0,11.0,2,6.0,1.0,3,3.0,2.0,0.0,2.0,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
58.0,5.0,3,3,37.0,2,3,2,2.0,13.0,4,24.0,3.0,3,6.0,0.0,0.0,4.0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
31.0,7.0,4,2,41.0,2,1,3,3.0,15.0,2,13.0,2.0,4,7.0,7.0,5.0,2.0,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
35.0,21.0,1,4,51.0,3,2,4,1.0,25.0,4,10.0,2.0,1,10.0,6.0,0.0,7.0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
48.0,20.0,4,4,51.0,3,1,3,4.0,17.0,1,13.0,2.0,2,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.0,20.0,2,4,45.0,3,2,3,1.0,13.0,4,9.0,2.0,2,9.0,8.0,0.0,0.0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36.0,7.0,4,2,65.0,3,1,4,2.0,18.0,3,8.0,6.0,3,6.0,2.0,0.0,1.0,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38.0,1.0,3,4,80.0,3,3,1,1.0,13.0,2,15.0,3.0,3,15.0,12.0,5.0,11.0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32.0,1.0,3,3,70.0,2,1,2,6.0,20.0,3,5.0,3.0,3,3.0,0.0,0.0,2.0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25.0,19.0,2,3,36.0,2,1,2,1.0,18.0,3,1.0,2.0,3,1.0,0.0,0.0,0.0,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
41.0,6.0,3,4,59.0,3,1,1,2.0,13.0,3,20.0,3.0,3,18.0,13.0,2.0,17.0,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
36.0,2.0,4,3,79.0,3,1,3,4.0,21.0,3,16.0,6.0,3,11.0,8.0,3.0,9.0,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19.0,21.0,3,4,37.0,2,1,2,1.0,13.0,2,1.0,3.0,4,1.0,0.0,0.0,0.0,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
20.0,4.0,3,1,84.0,3,1,1,1.0,19.0,2,1.0,2.0,3,1.0,0.0,0.0,0.0,3,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
31.0,12.0,3,4,41.0,3,2,4,0.0,11.0,3,10.0,2.0,1,9.0,7.0,8.0,5.0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
36.0,3.0,1,3,51.0,2,3,4,1.0,11.0,1,16.0,6.0,3,16.0,7.0,3.0,7.0,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
37.0,1.0,4,1,46.0,2,3,3,5.0,11.0,3,17.0,2.0,1,14.0,1.0,11.0,7.0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
45.0,4.0,2,3,57.0,3,2,2,1.0,12.0,2,9.0,5.0,2,9.0,7.0,0.0,8.0,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0,20.0,3,3,84.0,3,1,4,1.0,15.0,2,3.0,5.0,3,3.0,1.0,0.0,2.0,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35.0,18.0,3,3,86.0,3,2,3,1.0,16.0,2,5.0,3.0,3,5.0,2.0,1.0,0.0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
52.0,1.0,2,4,70.0,3,4,4,2.0,15.0,2,26.0,2.0,2,9.0,8.0,7.0,8.0,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
53.0,2.0,2,3,45.0,3,4,3,6.0,13.0,3,22.0,3.0,4,17.0,13.0,15.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.0,8.0,2,3,62.0,3,3,3,5.0,11.0,1,10.0,2.0,4,8.0,4.0,7.0,7.0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
35.0,3.0,4,4,92.0,3,3,4,6.0,13.0,2,12.0,2.0,3,10.0,9.0,0.0,8.0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
39.0,2.0,5,1,41.0,4,3,3,0.0,18.0,4,9.0,3.0,3,8.0,7.0,0.0,7.0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40.0,24.0,3,2,100.0,4,4,2,4.0,16.0,4,22.0,2.0,2,1.0,0.0,0.0,0.0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
47.0,16.0,4,3,64.0,4,2,3,1.0,19.0,3,20.0,3.0,4,19.0,10.0,2.0,7.0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
36.0,8.0,4,1,84.0,3,2,4,4.0,13.0,4,12.0,3.0,3,7.0,7.0,0.0,7.0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31.0,9.0,2,3,46.0,2,1,1,0.0,22.0,1,4.0,0.0,3,3.0,2.0,1.0,2.0,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
33.0,17.0,3,4,38.0,3,4,3,1.0,11.0,4,10.0,2.0,3,10.0,8.0,6.0,0.0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0,10.0,3,4,92.0,2,1,1,6.0,20.0,3,3.0,5.0,3,0.0,0.0,0.0,0.0,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
33.0,13.0,1,2,53.0,3,1,4,3.0,18.0,1,5.0,4.0,3,3.0,2.0,0.0,2.0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45.0,1.0,4,4,91.0,3,1,4,3.0,14.0,4,8.0,2.0,3,5.0,3.0,0.0,2.0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50.0,1.0,2,4,66.0,3,4,4,9.0,22.0,3,32.0,1.0,2,5.0,4.0,1.0,3.0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
33.0,1.0,4,3,84.0,4,2,2,1.0,13.0,1,6.0,2.0,3,6.0,5.0,1.0,2.0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
41.0,9.0,3,1,64.0,3,5,3,2.0,17.0,2,21.0,2.0,4,18.0,16.0,0.0,11.0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45.0,23.0,2,4,42.0,3,2,1,1.0,15.0,3,9.0,2.0,3,9.0,8.0,0.0,8.0,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47.0,4.0,2,4,83.0,3,2,4,1.0,17.0,3,9.0,0.0,3,9.0,0.0,0.0,7.0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
30.0,22.0,3,1,48.0,3,1,3,4.0,11.0,2,7.0,2.0,3,5.0,2.0,0.0,1.0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
50.0,24.0,3,4,95.0,3,4,3,3.0,18.0,4,22.0,2.0,3,12.0,11.0,1.0,5.0,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
38.0,10.0,1,3,66.0,3,1,3,0.0,17.0,2,3.0,0.0,2,2.0,1.0,0.0,2.0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
35.0,14.0,4,3,39.0,2,1,2,1.0,24.0,4,5.0,2.0,1,4.0,2.0,0.0,2.0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
31.0,1.0,1,3,96.0,3,2,1,1.0,12.0,3,4.0,1.0,3,4.0,3.0,0.0,3.0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18.0,5.0,2,2,73.0,3,1,4,1.0,15.0,4,0.0,2.0,3,0.0,0.0,0.0,0.0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54.0,17.0,3,3,56.0,3,3,3,8.0,11.0,3,22.0,2.0,3,10.0,7.0,0.0,8.0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35.0,25.0,4,3,57.0,3,3,3,1.0,11.0,3,16.0,3.0,2,16.0,10.0,10.0,1.0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
30.0,8.0,2,2,73.0,4,3,1,0.0,12.0,3,9.0,4.0,2,8.0,7.0,1.0,7.0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
26.0,2.0,2,4,32.0,4,2,4,1.0,12.0,2,8.0,2.0,3,8.0,7.0,1.0,3.0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22.0,8.0,1,2,94.0,1,1,1,1.0,15.0,1,4.0,3.0,2,4.0,3.0,1.0,1.0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48.0,6.0,3,1,97.0,2,2,3,2.0,13.0,4,19.0,0.0,3,2.0,2.0,2.0,2.0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48.0,4.0,4,3,78.0,2,3,3,7.0,14.0,2,27.0,3.0,3,15.0,11.0,4.0,8.0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
41.0,7.0,2,4,42.0,3,2,3,6.0,14.0,2,8.0,6.0,3,2.0,2.0,2.0,1.0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
39.0,1.0,1,4,65.0,2,4,4,1.0,16.0,3,21.0,3.0,3,21.0,6.0,11.0,8.0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
27.0,2.0,4,1,47.0,3,2,4,0.0,18.0,2,4.0,2.0,3,3.0,2.0,2.0,2.0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35.0,10.0,3,2,45.0,3,1,4,1.0,20.0,1,3.0,4.0,2,3.0,2.0,1.0,2.0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42.0,5.0,2,4,90.0,3,5,3,6.0,13.0,2,21.0,3.0,4,1.0,0.0,0.0,0.0,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50.0,9.0,3,1,64.0,3,1,4,4.0,18.0,2,8.0,5.0,3,1.0,0.0,0.0,0.0,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59.0,2.0,3,3,69.0,2,4,4,3.0,13.0,1,30.0,4.0,3,5.0,3.0,4.0,3.0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
55.0,18.0,4,3,62.0,3,2,2,3.0,14.0,4,17.0,3.0,3,8.0,7.0,6.0,7.0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
41.0,7.0,1,2,55.0,1,5,3,1.0,22.0,2,21.0,3.0,3,21.0,16.0,5.0,10.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38.0,3.0,4,2,42.0,3,2,4,8.0,12.0,3,19.0,1.0,3,1.0,0.0,0.0,0.0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
26.0,29.0,2,2,79.0,1,2,1,8.0,18.0,4,7.0,6.0,3,2.0,2.0,2.0,2.0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
52.0,2.0,1,1,57.0,1,5,4,1.0,15.0,4,33.0,3.0,3,32.0,14.0,6.0,9.0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
44.0,28.0,3,4,53.0,4,4,4,3.0,18.0,3,23.0,2.0,3,12.0,11.0,11.0,11.0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
50.0,1.0,3,4,95.0,3,2,3,0.0,12.0,1,19.0,3.0,3,18.0,7.0,0.0,13.0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39.0,22.0,3,4,82.0,3,3,1,1.0,13.0,3,21.0,2.0,3,21.0,6.0,2.0,8.0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
33.0,8.0,1,2,88.0,2,1,4,0.0,19.0,4,3.0,2.0,2,2.0,2.0,2.0,2.0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45.0,11.0,2,4,90.0,3,4,4,3.0,13.0,2,26.0,4.0,4,9.0,3.0,1.0,1.0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32.0,29.0,4,4,69.0,3,1,3,9.0,12.0,2,10.0,2.0,3,8.0,7.0,7.0,7.0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34.0,1.0,4,2,75.0,4,2,4,0.0,11.0,4,16.0,2.0,2,15.0,1.0,0.0,9.0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
59.0,1.0,2,2,66.0,3,3,4,3.0,14.0,3,14.0,1.0,1,6.0,4.0,0.0,4.0,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
45.0,24.0,4,2,36.0,3,1,2,1.0,16.0,1,6.0,3.0,3,6.0,3.0,0.0,4.0,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36.0,15.0,3,1,81.0,3,2,3,7.0,14.0,2,9.0,3.0,2,1.0,0.0,0.0,0.0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
26.0,2.0,3,1,57.0,3,1,1,6.0,14.0,2,6.0,2.0,3,3.0,2.0,1.0,2.0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
28.0,10.0,1,4,74.0,3,1,2,1.0,22.0,2,1.0,5.0,3,1.0,0.0,0.0,0.0,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
38.0,3.0,4,3,44.0,3,1,3,3.0,16.0,1,8.0,2.0,3,2.0,2.0,2.0,2.0,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50.0,2.0,4,2,62.0,3,5,3,2.0,11.0,4,29.0,2.0,2,8.0,1.0,7.0,7.0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
37.0,3.0,3,4,35.0,3,2,2,3.0,15.0,1,8.0,3.0,2,4.0,3.0,0.0,1.0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40.0,26.0,3,3,74.0,3,2,1,1.0,14.0,2,8.0,3.0,2,7.0,7.0,7.0,5.0,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
26.0,1.0,1,1,66.0,2,1,3,1.0,13.0,3,5.0,5.0,3,5.0,3.0,1.0,3.0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
54.0,2.0,4,3,41.0,2,3,3,6.0,11.0,2,13.0,4.0,3,9.0,4.0,7.0,0.0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56.0,9.0,3,1,63.0,3,1,3,2.0,19.0,2,18.0,4.0,3,5.0,4.0,0.0,3.0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
